edge_id,source,relation,target,weight,epistemic_class,evidence_ref,status,notes
EDGE-0453,CLAIM-01,governs_or_supports,FRC-13,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0454,CLAIM-01,governs_or_supports,FRC-14,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0455,CLAIM-01,governs_or_supports,FRC-15,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0456,CLAIM-01,governs_or_supports,FRC-16,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0457,CLAIM-01,governs_or_supports,FRC-17,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0458,CLAIM-01,governs_or_supports,FRC-18,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0459,CLAIM-01,governs_or_supports,FRC-19,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0460,CLAIM-01,governs_or_supports,FRC-20,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0461,CLAIM-02,governs_or_supports,FRC-03,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0462,CLAIM-02,governs_or_supports,FRC-08,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0463,CLAIM-03,governs_or_supports,FRC-03,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0464,CLAIM-03,governs_or_supports,FRC-04,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0465,CLAIM-03,governs_or_supports,FRC-15,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0466,CLAIM-04,governs_or_supports,FRC-07,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0467,CLAIM-04,governs_or_supports,FRC-09,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0468,CLAIM-04,governs_or_supports,FRC-17,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0469,CLAIM-05,governs_or_supports,FRC-06,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0470,CLAIM-05,governs_or_supports,FRC-17,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0471,CLAIM-06,governs_or_supports,FRC-05,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0472,CLAIM-07,governs_or_supports,FRC-05,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0473,CLAIM-07,governs_or_supports,FRC-15,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0474,CLAIM-07,governs_or_supports,FRC-18,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0475,CLAIM-08,governs_or_supports,FRC-10,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0476,CLAIM-08,governs_or_supports,FRC-11,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0477,CLAIM-08,governs_or_supports,FRC-16,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0478,CLAIM-09,governs_or_supports,FRC-15,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0479,CLAIM-10,governs_or_supports,FRC-02,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0480,CLAIM-10,governs_or_supports,FRC-14,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0481,CLAIM-10,governs_or_supports,FRC-19,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0482,CLAIM-11,governs_or_supports,FRC-19,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0483,CLAIM-11,governs_or_supports,FRC-20,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0484,CLAIM-12,governs_or_supports,FRC-01,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0485,CLAIM-12,governs_or_supports,FRC-02,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0486,CLAIM-12,governs_or_supports,FRC-03,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0487,CLAIM-12,governs_or_supports,FRC-04,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0488,CLAIM-12,governs_or_supports,FRC-05,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0489,CLAIM-12,governs_or_supports,FRC-06,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0490,CLAIM-12,governs_or_supports,FRC-07,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0491,CLAIM-12,governs_or_supports,FRC-08,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0492,CLAIM-12,governs_or_supports,FRC-09,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0493,CLAIM-12,governs_or_supports,FRC-10,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0494,CLAIM-12,governs_or_supports,FRC-11,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0495,CLAIM-12,governs_or_supports,FRC-12,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0496,CLAIM-12,governs_or_supports,FRC-13,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0497,CLAIM-12,governs_or_supports,FRC-14,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0498,CLAIM-12,governs_or_supports,FRC-15,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0499,CLAIM-12,governs_or_supports,FRC-16,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0500,CLAIM-12,governs_or_supports,FRC-17,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0501,CLAIM-12,governs_or_supports,FRC-18,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0502,CLAIM-12,governs_or_supports,FRC-19,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0503,CLAIM-12,governs_or_supports,FRC-20,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0504,CLAIM-13,governs_or_supports,FRC-20,2,D,TP-001.AUTHORIZED_CLAIMS.V1,DEFINED,
EDGE-0505,FEEDBACK-TEST,creates,LEARNING-RC,3,D,RC-SCAN feedback,DEFINED,
EDGE-0506,LEARNING-RC,updates,CORE-OBJECTIVE,2,D,RC-LEARN,DEFINED,
EDGE-0507,LEARNING-RC,informs,CORE-SITUATION,2,D,RC-LEARN,DEFINED,
EDGE-0508,FEEDBACK-TEST,measured_by,ENGINE-MEASURE,3,D,TP-001 engine architecture,DEFINED,
EDGE-0509,FRC-03,amplifies,FRC-04,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0510,FRC-03,co_occurs_with,FRC-15,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0511,FRC-04,amplifies,FRC-03,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0512,FRC-05,co_occurs_with,FRC-15,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0513,FRC-05,co_occurs_with,FRC-10,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0514,FRC-05,co_occurs_with,FRC-18,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0515,FRC-06,interacts_with,FRC-07,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0516,FRC-06,interacts_with,FRC-09,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0517,FRC-07,interacts_with,FRC-09,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0518,FRC-09,interacts_with,FRC-17,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0519,FRC-10,interacts_with,FRC-11,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0520,FRC-10,interacts_with,FRC-16,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0521,FRC-11,interacts_with,FRC-16,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0522,FRC-12,interacts_with,FRC-13,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0523,FRC-14,interacts_with,FRC-18,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0524,FRC-15,amplifies,FRC-18,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0525,FRC-19,aggregates,FRC-03,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0526,FRC-19,aggregates,FRC-05,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0527,FRC-19,aggregates,FRC-15,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
EDGE-0528,FRC-20,interprets_systemically,FRC-19,1,E,Modelagem relacional derivada de coocorrências documentadas,Aresta de navegação; não representa causalidade científica.,
